,Stage Name,Full Name,Date of Birth,Group,Country,Second Country,Birthplace,Other Group,Former Group,Position
Male,MK,Park Minkyun,1995-11-16,ONF,South Korea,,Ilsan,,,
Male,MoonBin�,Moon Bin,1998-01-26,,South Korea,,Cheongju,,ASTRO,
Male,Moonvok,Jang Moonvok,1995-04-11,Limitless,South Korea,,,,,
Male,Mu,Suh Kyungmin,2003-09-14,EPEX,South Korea,,,,,
Male,Mujin,Ko Sungho,2000-11-20,Kingdom,South Korea,,,,,
Male,Munik,Jang Moonik,2001-03-20,Dongkiz,South Korea,,,,,
Male,Muzin,Kim Hyunwoo,2001-03-29,BAE173,South Korea,,,,,
Male,Myungho,Ji Myungho,2001-10-12,8TURN,South Korea,,,,,
Male,N,Cha Hakyeon,1990-06-30,VIXX,South Korea,,Changwon,Big Byung,,
Male,Nakta,Shin Yooncheol,1993-04-24,,South Korea,,Daegu,,Topp Dogg,
Male,Narachan,Jung Hyunwoo,1996-09-23,MONT,South Korea,,,,,
Male,Nason,Kim Duyeop,1995-06-12,CHECKMATE,South Korea,,,,,
Male,New,Choi Chanhee,1998-04-26,The Boyz,South Korea,,Jeonju,,,
Male,Ni-Ki,Nishimura Riki,2005-12-09,ENHYPEN,Japan,,,,,
Male,Nichkhun,Nichkhun Horvejkul,1988-06-24,02:00:00 PM,Thailand,USA,California,,,
Male,Niel,Ahn Daniel,1994-08-16,Teen Top,South Korea,,Anyang,,,
Male,Nine,Jung Wookjin,1999-12-13,OnlyOneOf,South Korea,,,,,
Male,Noah,Hwang Seundae,1998-03-18,CHECKMATE,South Korea,,,,,
Male,Noah,Song Yubin,2000-08-02,T1419,South Korea,,,,,
Male,Nohyul,Lee Nohyul,2004-06-18,CMDM,South Korea,,,,,
Male,O.de,Oh Seungmin,2002-06-11,Xdinary Heroes,South Korea,,Suwon,,,
Male,O.V,Kim Sanchan,1999-01-03,D-CRUNCH,South Korea,,,,,
Male,On,Choi Juhwan,2002-10-16,T1419,South Korea,,,,,
Male,On,Kim Dongwoo,-0001-11-30,ABLUE,South Korea,,,,,
Male,Onejunn,Jo Wonjun,1988-11-22,Boys Republic,South Korea,,Changwon,,,
Male,Onew,Lee Jinki,1989-12-14,SHINee,South Korea,,Gwangmyeong,,,
Male,P-Goon,Park Sehyuk,1991-10-18,,South Korea,,Seoul,,Topp Dogg,
Male,P.O,Pyo Jihoon,1993-02-02,Block B,South Korea,,Seoul,Bastarz,,
Male,Park Kyung,Park Kyung,1992-07-08,Block B,South Korea,,Seoul,,,
Male,Peniel,Shin Donggeun,1993-03-10,BtoB,South Korea,USA,Chicago,,,
Male,Prince,Pasidh Vataniyapromote,2003-01-10,Ghost9,Thailand,,,,,
Male,PSY,Park Jaesang,1977-12-31,,South Korea,,Seoul,,,
Male,Q,Ji Changmin,1998-11-05,The Boyz,South Korea,,,,,
Male,ra.L,Yi Taehyun,2003-09-29,TRENDZ,South Korea,,,,,
Male,Rain,Jung Jihoon,1982-06-25,,South Korea,,Seosan,,,
Male,Rakwon,Seok Rakwon,2003-11-14,ATBO,South Korea,,Seoul,,,
Male,Rano,Byun Yongseop,1998-12-10,E'LAST,South Korea,,,,,
Male,Raots,Ren Yuchen,2000-03-01,JWiiver,China,,,,,
Male,Ravi,Kim Wonsik,1993-02-15,VIXX,South Korea,,Seoul,VIXX LR,,
Male,Ravn,Kim Yoongjo,1995-09-02,Oneus,South Korea,,,,,
Male,Ren,Choi Minki,1995-11-03,NU'EST,South Korea,,Busan,NU'EST W,,
Male,Renjun,Hwang Renjun,2000-03-23,NCT,China,,Jilin,NCT Dream,,
Male,Rex,Kim Minjun,2007-07-27,DXMON,South Korea,,,,,
Male,Ricky,Yoo Changhyun,1995-02-27,Teen Top,South Korea,,Seoul,,,
Male,Ricky,Shen Quanrui,2004-05-20,ZEROBASEONE,China,,Shanghai,,,
Male,Rie,Lee Seungho,1996-11-06,OnlyOneOf,South Korea,,,,,
Male,Rihan,Choi Yeonsik,1998-05-22,JWiiver,South Korea,,,,,
Male,Riho,Jin Seungwook,1998-03-01,VARSITY,South Korea,,Incheon,,,
Male,Rio,Son Gwanghyuk,1999-07-16,14U,South Korea,,,,,
Male,Riwoo,Lee Sanghyeok,2003-10-22,BOYNEXTDOOR,South Korea,,,,,
Male,RM,Kim Namjoon,1994-09-12,BTS,South Korea,,Ilsan,,,Leader
Male,Rocky,Park Minhyuk,1999-02-25,,South Korea,,Jinju,,ASTRO,
Male,Roda,Shin Joongmin,1998-09-19,MONT,South Korea,,,,,
Male,Roel,Kim Sunho,1997-02-13,ARGON,South Korea,,,,,
Male,Rokhyun,Kim Rokhyun,1991-02-10,FAVE1,South Korea,,Suncheon,,100.00%,
Male,Romin,Choi Youngmin,2001-04-24,E'LAST,South Korea,,,,,
Male,Ron,Cheon Byeonghwa,1991-01-22,WE:A,South Korea,,,,Bigflo,
Male,Roni,Jeong Rowoon,1994-07-31,,South Korea,,,,XEED,
Male,Roshin,Bae Sijun,2001-04-13,JWiiver,South Korea,,Daegu,,,
Male,Rowoon,Kim Seokwoo,1996-08-07,,South Korea,,,,,
Male,Rubin,Lee Haejoon,1995-08-16,1TEAM,South Korea,,,,,
Male,Rui,Jang Rui,2000-03-07,7 O'clock,South Korea,,Seoul,,,
Male,Ryeowook,Kim Ryeowook,1987-06-21,Super Junior,South Korea,,Incheon,Super Junior-M,,
Male,Ryujei,Chae Hocheol,1997-11-08,JWiiver,South Korea,,Incheon,,,
Male,S.Coups,Choi Seungcheol,1995-08-08,Seventeen,South Korea,,Daegu,,,
Male,Sakang,Jeon Sakang,2002-10-26,TheEastLight,South Korea,,,,,
Male,Samuel,Kim Samuel,2002-01-17,,South Korea,USA,Los Angeles,,1PUNCH,
Male,San,Choi San,1999-07-10,ATEEZ,South Korea,,,,,
Male,Sandeul,Lee Junghwan,1992-03-20,B1A4,South Korea,,Busan,,,
Male,Sangdo,Yoo Sangdo,1993-03-02,Topp Dogg,South Korea,,Incheon,,,
Male,Sangho,Jo Sangho,1995-02-10,SNUPER,South Korea,,Changwon,,,
Male,Sanghoon,Lee Sanghoon,1993-12-23,,South Korea,,Cheongju,,100.00%,
Male,Sangil,Shim Sangil,1993-05-01,SNUPER,South Korea,,Seoul,,,
Male,Sangmin,Kim Sangmin,1992-07-07,CROSS GENE,South Korea,,Jinju,,,
Male,Sangwoo,Kim Sangwoo,2002-09-03,JUST B,South Korea,,,,,
Male,Sangyeon,Lee Sangyeon,1996-11-04,The Boyz,South Korea,,,,,
Male,Sanha,Yoon Sanha,2000-03-21,ASTRO,South Korea,,Seoul,,,
Male,Sebin,Jang Sebin,1996-04-24,SNUPER,South Korea,,Pocheon,OMEGA X,,
Male,Seeun,Park Seeun,2005-08-17,xikers,South Korea,,Daegu,,,
Male,Sehun,Oh Sehun,1994-04-12,EXO,South Korea,,Seoul,,,
Male,Seita,,2003-02-21,DXMON,Japan,,,,,
Male,Sejin,Lee Sejin,1999-07-22,14U,South Korea,,,,,
Male,Sejun,Lim Sejun,1996-05-04,VICTON,South Korea,,,,,
Male,Seobin,Woo Seobin,2005-09-02,HAWW,South Korea,,Seoul,,,
Male,Seogoong,Park Hyunho,1992-05-01,,South Korea,,Seongnam,,Topp Dogg,
Male,Seoham,Park Seoham,1993-10-28,KNK,South Korea,,,,,"Main Rapper, Sub Vocal"
Male,Seoho,Lee Seoho,1996-06-07,Oneus,South Korea,,,,,
Male,Seokcheol,Lee Seokchul,2000-01-11,TheEastLight,South Korea,,,,,
Male,Seokhwa,Kang Seokhwa,2000-12-01,WEi,South Korea,,,,,
Male,Seonghwa,Park Seonghwa,1998-04-03,ATEEZ,South Korea,,Jinju,,,
Male,Seonglee,Kim Seonglee,1994-04-06,,South Korea,,,,RAINZ,
Male,Seongmin,Ahn Seongmin,2003-08-01,CRAVITY,South Korea,,,,,
Male,Seongmin,Oh Sungmin,2001-08-25,ONE PACT,South Korea,,,,TO1,
Male,Seongsoo,Park Seongsoo,1999-04-07,ABLUE,South Korea,,,,BECZ,
Male,Seongwu,Ong Seunwu,1995-08-25,Wanna One,South Korea,,Incheon,,,
Male,Seowon,Seo Won,2000-12-18,NINE.i,South Korea,,,,,
Male,Serim,Park Serim,1999-03-03,CRAVITY,South Korea,,,,,
Male,Seungchan,Kang Seungchan,2003-01-01,Newkidd,South Korea,,,,,
Male,Seungeon,Yoo Seungeon,2004-01-02,EVNNE,South Korea,,,,,
Male,Seunghan,Lee Seunghan,1996-02-22,DUSTIN,South Korea,,,,,
Male,Seunghan,Hong Seunghan,2003-10-02,RIIZE,South Korea,,,,,
Male,Seungheon,Lee Seungheon,2007-05-15,8TURN,South Korea,,,,,
Male,Seungho,Yang Seungho,1987-10-16,MBLAQ,South Korea,,Seoul,,,
Male,Seungho,Kim Seungho,2004-07-19,CMDM,South Korea,,,,,
Male,Seunghun,Kim Seunghun,1999-02-26,CIX,South Korea,,,,,
Male,Seunghwan,Lee Seunghwan,1994-12-10,Romeo,South Korea,,,,,
Male,Seunghwan,Lee Seunghwan,2000-05-20,1the9,South Korea,,,,,
Male,Seunghwan,Park Seunghwan,2002-04-06,AIMERS,South Korea,,,,,
Male,Seunghwan,Jeong Seunghwan,2004-01-27,ATBO,South Korea,,Busan,,,
Male,Seunghyub,Lee Seunghyub,1992-10-31,N.Flying,South Korea,,Daegu,,,Vocal
Male,Seunghyun,Song Seungyun,1992-08-21,FTISLAND,South Korea,,Seoul,,,Guitarist
Male,Seunghyun,Lee Seunghyun,2001-12-31,TheEastLight,South Korea,,,,,
Male,Seunghyun,Lee Seunghyun,1998-07-17,AIMERS,South Korea,,,,Spectrum,
Male,Seungjun,Ji Seungjun,1998-09-15,Astin,South Korea,,,,,
Male,Seungkwan,Boo Seungkwan,1998-01-16,Seventeen,South Korea,,Jeju,,,
Male,Seungmin,Bae Seungmin,1998-10-13,Golden Child,South Korea,,,,,
Male,Seungmin,Kim Seungmin,2000-09-22,Stray Kids,South Korea,,Seoul,,,
Male,Seungmo,Kim Seungmo,2006-07-03,AMPERS&ONE,South Korea,,,,,
Male,Seungri,Lee Seunghyun,1990-12-12,,South Korea,,Gwangju,,BIGBANG,
Male,Seungsik,Kang Seungsik,1995-04-16,VICTON,South Korea,,,,,
Male,Seungwoo,Han Seungwoo,1994-12-24,VICTON,South Korea,,,,X1,
Male,Seungyeop,Choi Seungyeop,1997-05-08,E'LAST,South Korea,,,,,
Male,Seungyoon,Cho Seungyoon,1996-08-05,UNIQ,South Korea,,,,X1,
Male,Seyong,Kim Seyong,1991-11-20,MYNAME,South Korea,,Busan,,,
Male,Seyoung,Lee Seyoung,1990-02-08,CROSS GENE,South Korea,,Busan,,,
Male,Shihyun,Kim Shihyun,1998-05-06,We In The Zone,South Korea,,Changwon,,,
Male,Shin,Shin Wonho,1991-10-23,CROSS GENE,South Korea,,Seoul,,,
Male,Shin,Kim Suhyun,2000-03-18,Ghost9,South Korea,,,,,
Male,Shin Hyesung,Jung Pilkyo,1979-11-27,Shinhwa,South Korea,,Seoul,,,
Male,Shindong,Shin Donghee,1985-09-28,Super Junior,South Korea,,Mungyeong,,,
Male,Shinwon,Go Shinwon,1995-12-11,PENTAGON,South Korea,,,,,
Male,Shinyu,Shin Junghwan,2003-11-07,TWS,South Korea,,,,,
Male,Shita,Chae Gaho,1998-10-01,JWiiver,Macau,,Macau,,,
Male,Shotaro,Osaki Shotaro,2000-11-25,RIIZE,Japan,,,NCT U,NCT,
Male,Shownu,Son Hyunwoo,1992-06-18,MONSTA X,South Korea,,,,,
Male,Sian,Choi Changmin,2001-02-01,T1419,South Korea,,,,,
Male,Sihyoung,Kim Sihyoung,1992-05-15,HISTORY,South Korea,,Busan,,,
Male,Sing,Mak Chun Sing,2002-01-11,XODIAC,Hong Kong,,Hong Kong,,,
Male,Sion,Kim Sion,2004-10-19,YOUNITE,South Korea,,,,,
Male,Siu,Hwang Inseok,1995-05-19,DUSTIN,South Korea,,,,,
Male,Siwan,Yim Siwan,1988-12-01,ZE:A,South Korea,,Busan,,,
Male,Siwon,Choi Siwon,1986-04-07,Super Junior,South Korea,,Seoul,Super Junior-M,,
Male,Siwoo,Yoo Siwoo,2001-05-11,BXB,South Korea,,Iksan,,TRCNG,
Male,Siwoo,Park Siwoo,2001-02-05,BLANK2Y,South Korea,,,,,
Male,Siyoung,Park Siyoung,2003-05-06,Mirae,South Korea,,,,,
Male,Siyun,Yoon Siyun,2005-01-08,AMPERS&ONE,South Korea,,,,,
Male,Sodam,Park Sodam,2004-11-26,BLANK2Y,South Korea,,,,,
Male,Sohee,Lee Sohee,2003-11-21,RIIZE,South Korea,,,,,
Male,Song,Song Yunhyeong,1995-02-08,iKON,South Korea,,,,,
Male,Soobin,Choi Soobin,2000-12-05,TXT,South Korea,,,,,
Male,Soohyun,Shin Soohyun,1989-03-11,U-KISS,South Korea,,Pocheon,,,
Male,Soul,Haku Shota,2005-02-01,P1Harmony,Japan,,,,,
Male,St. Van,Lee Geumhyuk,1991-12-22,VAV,South Korea,,,,,
Male,Steve,Lim Dohyun,2002-03-09,YOUNITE,South Korea,USA,Los Angeles,,,
Male,Steven,Kim Steven,2000-01-17,Luminous,South Korea,Australia,Sydney,,,
Male,Subin,Jung Subin,1999-04-05,VICTON,South Korea,,,,,
Male,Suga,Min Yoongi,1993-03-09,BTS,South Korea,,Daegu,,,
Male,Suho,Kim Junmyeon,1991-05-22,EXO,South Korea,,Seoul,,,
Male,Suhyun,Choi Hyunggeun,1992-10-01,SNUPER,South Korea,,Bucheon,,,
Male,Suil,Ma Suil,1999-03-30,Luminous,South Korea,,Gwangju,,,
Male,Sukjun,Lee Sukjun,2000-01-31,ABLUE,South Korea,,,,ANTARES,
Male,Sumin,Choi Sumin,2004-04-07,xikers,South Korea,,Seoul,,,
Male,Sungchan,Jung Sungchan,2001-09-13,RIIZE,South Korea,,,NCT U,NCT,
Male,Sungho,Park Sungho,2003-09-04,BOYNEXTDOOR,South Korea,,,,,
Male,Sunghoon,Park Sunghoon,2002-12-08,ENHYPEN,South Korea,,,,,
Male,Sunghyuk,Seo Sunghyuk,1999-08-26,,South Korea,,,,,
Male,Sunghyun,Kim Sunghyun,1996-03-16,IN2IT,South Korea,,,,,
Male,Sungjae,Yook Sungjae,1995-05-02,BtoB,South Korea,,Yongin,Big Byung,,
Male,Sungjin,Park Sungjin,1993-01-16,DAY6,South Korea,,,,,Guitarist
Male,Sungjong,Lee Sungjong,1993-09-03,Infinite,South Korea,,Gwangju,Infinite F,,
Male,Sungjoo,Kim Sungjoo,1994-02-16,UNIQ,South Korea,,,,,
Male,Sungjun,Park Sungjun,1992-12-17,Boys Republic,South Korea,,Ansan,,,
Male,Sungjun,Lee Sungjun,2002-06-15,BLANK2Y,South Korea,,,,,
Male,Sungjun,Oh Sungjun,2005-08-30,TNX,South Korea,,Ulsan,,,
Male,Sungkyu,Kim Sungkyu,1989-04-28,Infinite,South Korea,,Jeonju,,,Leader
Male,Sungmin,Lee Sungmin,1986-01-01,Super Junior,South Korea,,Gyeonggi,Super Junior-M,,
Male,Sungmin,Oh Sungmin,1990-12-31,Bigflo,South Korea,,,,,
Male,Sungmin,Hong Sungmin,2004-09-17,FANTASY BOYS,South Korea,,,,,
Male,Sungoh,Yoo Sungoh,1991-01-08,,South Korea,,,,24K,
Male,Sungwoon,Ha Sungwoon,1994-03-22,Wanna One,South Korea,,Goyang,HOTSHOT,,
Male,Sungyeol,Lee Sungyeol,1991-08-27,Infinite,South Korea,,Yongin,Infinite F,,
Male,Sunoo,Kim Sunwoo,2003-06-24,ENHYPEN,South Korea,,,,,
Male,Sunwoo,Choi Sunwoo,1992-03-12,Boys Republic,South Korea,,Seoul,,,
Male,Sunwoo,Kim Sunwoo,2000-04-12,The Boyz,South Korea,,,,,
Male,Sunyoul,Seon Yein,1996-11-06,UP10TION,South Korea,,Wando,,,
Male,Suwoong,Lee Suwoong,1995-01-20,Boys Republic,South Korea,,,,,
Male,Sya,Lee Junyoung,2002-09-09,BLITZERS,South Korea,,,,,
Male,T.O.P,Choi Seunghyun,1987-11-04,BIGBANG,South Korea,,Seoul,GD&TOP,,
Male,Taecyeon,Ok Taecyeon,1988-12-27,02:00:00 PM,South Korea,,Busan,,,
Male,Taedong,Kim Taedong,1997-11-07,OMEGA X,South Korea,,,,GIDONGDAE,
Male,Taeeun,Moon Taeeun,2000-02-09,IM,South Korea,,,,,
Male,Taeheon,Kim Taeheon,1989-06-18,ZE:A,South Korea,,Gwangju,,,
Male,Taehun,Lee Taehoon,2000-03-21,NINE.i,South Korea,,,,,
Male,Taehun,Choi Taehun,2002-11-19,TNX,South Korea,,Incheon,,,
Male,Taehwan,Lee Taehwan,1994-01-15,VANNER,South Korea,,Dangjin,,,
Male,Taehyun,Nam Taehyun,1994-05-10,,South Korea,,Hanam,,WINNER,
Male,Taehyun,Noh Taehyun,1993-10-15,HOTSHOT,South Korea,,Seoul,JBJ,,
Male,Taehyun,Kang Taehyun,2002-02-05,TXT,South Korea,,,,,
Male,Taeil,Lee Taeil,1990-09-24,Block B,South Korea,,Seoul,,,
Male,Taeil,Moon Taeil,1994-06-14,NCT,South Korea,,Seoul,"NCT U, NCT 127",,Main Vocal
Male,Taekhyeon,Jung Taekhyeon,2003-07-28,1the9,South Korea,,Gunpo,,,
Male,Taemin,Lee Taemin,1993-07-18,SHINee,South Korea,,Seoul,SuperM,,
Male,Taerae,Kim Taerae,2002-09-05,TEMPEST,South Korea,,,,,
Male,Taerae,Kim Taerae,2002-07-14,ZEROBASEONE,South Korea,,Cheonan,,,
Male,Taesan,Han Dongmin,2004-08-10,BOYNEXTDOOR,South Korea,,,,,
Male,Taeseon,Yang Taeseon,2000-09-17,TRCNG,South Korea,,,,,
Male,Taesung,Lee Taesung,2003-12-19,,South Korea,,,TEEN TEEN,Ghost9,
Male,Taewoong,Yoo Taewoong,1994-05-24,SNUPER,South Korea,Japan,,,,
Male,Taeyang,Dong Youngbae,1988-05-18,BIGBANG,South Korea,,Uljeongbu,,,
Male,Taeyang,Yoo Taeyang,1997-02-28,SF9,South Korea,,,,SF9,
Male,Taeyong,Lee Taeyong,1995-07-01,NCT,South Korea,,,"NCT U, NCT 127,SuperM",,
Male,Taeyoung,Kim Taeyoung,2003-01-27,CRAVITY,South Korea,,,,,
Male,Taeyoung,Kim Taeyoung,1999-06-18,7 O'clock,South Korea,,,,,
Male,TAG,Son Youngtaek,1998-04-13,Golden Child,South Korea,,,,,
Male,TAG,Yeom Taekyun,2002-09-30,ONE PACT,South Korea,,,,Ciipher,
Male,Takuma,Sato Takuma,2003-08-05,LUN8,South Korea,,,,,
Male,Takuya,Terada Takuya,1992-03-18,CROSS GENE,Japan,,Moriya,,,
Male,Tan,Choi Seokwon,1996-08-25,Ciipher,South Korea,,,,,
Male,Tao,Hwang Zitao,1993-05-02,,China,,Qingdao,,EXO,
Male,Taro,Choi Wonjin,1994-11-09,Hot Blood Youth,South Korea,,,,,
Male,Ten,Chittaphon Leechaiyapornkul,1996-02-27,NCT,Thailand,,Bangkok,"NCT U,SuperM",,
Male,Teo,Jang Sungsik,1997-10-22,DKB,South Korea,,,,,
Male,Thanatorn,Thanathorn Rueangsuwan,2005-04-05,The Wind,South Korea,,,,,
Male,The8,Xu Minghao,1997-11-07,Seventeen,China,,Anshan,,,
Male,Theo,Choi Taeyang,2001-07-01,P1Harmony,South Korea,,,,,
Male,Thunder,Park Sanghyun,1990-10-07,,South Korea,,Busan,,MBLAQ,
Male,Timoteo,Kim Moongyu,1993-01-25,HOTSHOT,South Korea,,,,,
Male,TK,Kim Taegeuk,2006-01-09,DXMON,South Korea,,,,,
Male,U,Mizuguchi Yuto,1999-03-16,ONF,Japan,,Osaka,,,
Male,U,Sun Hengyu,2001-06-22,BLANK2Y,China,,,,,
Male,U-Know Yunho,Jung Yunho,1986-02-06,TVXQ,South Korea,,Gwangju,,,
Male,U-Kwon,Kim Yukwon,1992-04-09,Block B,South Korea,,Suwon,Bastarz,,
Male,UGeon,Yoo Seungyong,2003-05-26,WHIB,South Korea,,,,,
Male,V,Kim Taehyung,1995-12-30,BTS,South Korea,,Daegu,,,
Male,Vahn,Kim Jungwoo,1999-05-07,NINE.i,South Korea,,,,,
Male,Vari,Jae Hyun,2000-09-03,NINE.i,South Korea,,,,,
Male,Vernon,Choi Hansol,1998-02-18,Seventeen,USA,South Korea,New York,,,
Male,Wain,Park Sehoon,2000-10-25,XODIAC,South Korea,,Gimpo,,,
Male,Wei,Lee Jinhyuk,1996-07-08,,South Korea,,Seoul,,UP10TION,
Male,Wenhan,Li Wenhan,1994-07-22,UNIQ,China,,,,,
Male,Win,Bang Junhyuk,2004-12-19,MCND,South Korea,,,,,
Male,WinL,Yang Seungho,1996-06-16,ABLUE,South Korea,,Paju,,BECZ,
Male,Winnie,Pattipong Kasemsant,1998-11-18,NINE.i,Thailand,,,,,
Male,Winwin,Dong Sicheng,1997-10-28,NCT,China,,Zhejiang,NCT 127,,
Male,Wish,Kwak Dawit,2002-06-11,EPEX,South Korea,,,,,
Male,Won,Park Sungwon,2003-12-18,Ciipher,South Korea,,Seoul,,1the9,
Male,Won Bin,Won Bin,2004-07-01,ATBO,South Korea,,Gyeonggi,,,
Male,Won Hyuk,Won Hyuk,2002-02-22,E'LAST,South Korea,,,,,
Male,Wonbin,Park Wonbin,2002-03-02,RIIZE,South Korea,,,,,
Male,Woncheol,Jung Woncheol,1996-01-12,MY.st,South Korea,,,,,
Male,Wondae,Seol Wondae,1998-04-28,Dongkiz,South Korea,,,,,
Male,Wonho,Shin Hoseok,1993-03-01,,South Korea,,Anyang,,MONSTA X,
Male,Wonjin,Won Jin,2003-01-01,GIDONGDAE,South Korea,,,,,
Male,Wonjin,Ham Wonjin,2001-03-22,CRAVITY,South Korea,,,,,
Male,Wonjun,Lee Wonjun,2002-03-08,E'LAST,South Korea,,,,,
Male,Wonjun,Jeong Wonjun,1998-07-21,ABLUE,South Korea,,,,ZPZG,
Male,Wonjun,Moon Wonjun,2005-10-26,WHIB,South Korea,,,,,
Male,Wonpil,Kim Wonpil,1994-04-28,DAY6,South Korea,,,,,Keyboardist
Male,Wontak,Ju Wontak,1996-02-24,,South Korea,,,,RAINZ,
Male,Wonwoo,Jeon Wonwoo,1996-07-17,Seventeen,South Korea,,Changwon,,,
Male,Woobin,Seo Woobin,2000-10-16,CRAVITY,South Korea,,,,,
Male,Woobin,Jeong Woobin,2000-04-01,Luminous,South Korea,,Busan,,,
Male,Woochul,Shin Woochul,2002-10-02,Newkidd,South Korea,,,,,
Male,Woodam,Park Woodam,1995-08-02,D1CE,South Korea,,,,,
Male,Woohyun,Nam Woohyun,1991-02-08,Infinite,South Korea,,Seoul,Toheart,,
Male,Woojin,Park Woojin,1999-11-02,AB6IX,South Korea,,Busan,,Wanna One,
Male,Woojin,Lee Woojin,2003-04-03,TheEastLight,South Korea,,,,,
Male,Woojin,Kim Woojin,1997-04-08,,South Korea,,Daejeon,,Stray Kids,
Male,Woojin,Lee Woojin,2003-04-07,Ghost9,South Korea,,,TEEN TEEN,,
Male,Woojin,Lee Woojin,1996-11-22,MY.st,South Korea,,,,,
Male,Woojoo,Kim Sangyoon,1996-09-18,14U,South Korea,,,,,
Male,Wooju,Cho Wooju,2004-01-21,BLITZERS,South Korea,,,,,
Male,Woonggi,Cha Woonggi,2002-04-23,TOO,South Korea,,,,,
Male,Woonhak,Kim Woonhak,2006-11-29,BOYNEXTDOOR,South Korea,,,,,
Male,Woono,Song Wonho,2003-04-05,YOUNITE,South Korea,,,,,
Male,Wooseok,Jeong Wooseok,1998-01-31,PENTAGON,South Korea,,,,,
Male,Wooseok,Kim Wooseok,2004-03-12,FANTASY BOYS,South Korea,,,,,
Male,Wooshin,Kim Wooseok,1996-10-27,,South Korea,,Daejeon,,"UP10TION, X1",
Male,Woosu,Kim Minseok,1999-11-23,IZ,South Korea,,,,,
Male,Woosung,Choi Sunghyuk,1994-09-24,SNUPER,South Korea,,Seoul,,,
Male,Wooyeop,Jo Wooyeop,2000-09-27,TRCNG,South Korea,,,,,
Male,Wooyoung,Jang Wooyoung,1989-04-30,02:00:00 PM,South Korea,,Busan,,,
Male,Wooyoung,Jung Wooyoung,1999-11-26,ATEEZ,South Korea,,,,,
Male,Wooyoung,Hwang Wooyoung,2003-06-29,AIMERS,South Korea,,,,,
Male,Woozi,Lee Jihoon,1996-11-22,Seventeen,South Korea,,Busan,,,
Male,Wow,Kim Seyoon,1993-02-28,A.C.E,South Korea,,Gyeonggi,,,
Male,Wyatt,Shim Jaeyoung,1995-01-23,ONF,South Korea,,Seoul,,,
Male,XEN,Lee Jinwoo,1998-02-20,OMEGA X,South Korea,,,,1TEAM,
Male,Xero,Shin Jiho,1994-02-03,Topp Dogg,South Korea,,Gwangji,,,
Male,Xia Junsu,Kim Junsu,1986-12-15,JYJ,South Korea,,,,TVXQ,
Male,Xiao,Lee Dongyeol,1998-12-13,UP10TION,South Korea,,Busan,,,
Male,Xin,Wang Xinwi,1996-11-10,VARSITY,China,,,,,
Male,Xion,Son Dongju,2000-01-10,Oneus,South Korea,,,,,
Male,Xiumin,Kim Minseok,1990-03-26,EXO,South Korea,,Guri,EXO-CBX,,
Male,Xiweol,Kang Minseok,1996-10-21,VARSITY,South Korea,,,,,
Male,Y,Choi Sungyoon,1995-07-31,Golden Child,South Korea,,,,,
Male,Yan An,Yan An,1996-10-25,PENTAGON,China,,Shanghai,,,
Male,Yano,Seo Sangwon,1995-09-27,Topp Dogg,South Korea,,Seoul,,,
Male,Yechan,Shin Yechan,2001-05-14,OMEGA X,South Korea,,Seoul,,1the9,
Male,Yechan,Jeong Yechan,2005-10-27,TRENDZ,South Korea,,Seoul,,,
Male,Yechan,Lee Yechan,2005-10-21,xikers,South Korea,,Yesan,,,
Male,Yedam,Bang Yedam,2002-05-07,Treasure,South Korea,,,,,
Male,Yedam,Lee Yedam,2003-01-19,ONE PACT,South Korea,,Gyeonggi,,,
Male,Yehyeon,Kim Yehyeon,1999-09-12,GIDONGDAE,South Korea,,,,,
Male,Yejun,Oh Yejun,2002-08-23,E'LAST,South Korea,,,,,
Male,Yeo One,Yeon Changgu,1996-03-27,PENTAGON,South Korea,,,,,
Male,Yeonggwang,Ahn Youngjun,1997-09-22,VANNER,South Korea,,,,,
Male,Yeonho,Ju Yeonho,2000-05-31,Verivery,South Korea,,,,,
Male,Yeonjun,Choi Yeonjun,1999-09-13,TXT,South Korea,,,,,
Male,Yeonkyu,Kim Yeonkyu,2004-05-03,ATBO,South Korea,,Seoul,,,
Male,Yeontae,Jeong Yeontae,1992-07-06,IN2IT,South Korea,,,,,
Male,Yeosang,Kang Yeosang,1999-06-15,ATEEZ,South Korea,,Incheon,,,
Male,Yeoun,Lee Kyeongbin,1997-09-03,ARGON,South Korea,,,,,
Male,Yeram,Yang Yeram,2000-03-31,Astin,South Korea,,,,,
Male,Yesung,Kim Jongwoon,1984-08-24,Super Junior,South Korea,,Seoul,,,
Male,Yewang,Seo Yewang,2005-03-12,EPEX,South Korea,,,,,
Male,Yibo,Wang Yibo,1997-08-05,UNIQ,China,,,,,
Male,Yijeong,Jang Yijeong,1993-09-10,HISTORY,South Korea,,Jinju,,,
Male,Yixuan,Zhou Yixuan,1990-12-11,UNIQ,China,,,,,
Male,Yoel,Kim Yoel,2001-01-25,AIMERS,South Korea,,Seoul,,,
Male,Yohan,Kim Yohan,1999-09-22,WEi,South Korea,,,,X1,
Male,Yonggeun,Jo Yonggeun,1995-01-23,D1CE,South Korea,,,,,
Male,Yongguk,Bang Yongguk,1990-03-31,B.A.P,South Korea,,Incheon,,,
Male,Yongha,Yoo Yongha,1999-01-11,WEi,South Korea,,,,1the9,
